3398   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3399   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0007, beta= 1.2229
3400   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
3401   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0016, beta= 1.2228
3402   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3403   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3404   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0036, beta= 1.2225
3405   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0023, beta= 1.2227
3406   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3407   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0004, beta= 1.2230
3408   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3409   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0016, beta= 1.2228
3410   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
3411   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0025, beta= 1.2227
3412   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3413   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0016, beta= 1.2228
3414   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0025, beta= 1.2227
3415   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
3416   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3417   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0016, beta= 1.2228
3418   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3419   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3420   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3421   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0023, beta= 1.2227
3422   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
3423   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
3424   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0036, beta= 1.2225
3425   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0027, beta= 1.2227
3426   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3427   alpha=0.0006 beta=1.0871,    на последнем интервале alpha=0.0007, beta= 1.2229
3428   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
3429   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
3430   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0016, beta= 1.2228
3431   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3432   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3433   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3434   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0016, beta= 1.2228
3435   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3436   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3437   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3438   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3439   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3440   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
3441   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
3442   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
3443   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0021, beta= 1.2227
3444   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0025, beta= 1.2227
3445   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3446   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0004, beta= 1.2230
3447   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0000, beta= 1.2230
3448   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3449   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0021, beta= 1.2227
3450   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3451   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0000, beta= 1.2230
3452   alpha=0.0007 beta=1.0870,    на последнем интервале alpha=0.0021, beta= 1.2227
3453   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0014, beta= 1.2228
3454   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0012, beta= 1.2229
3455   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0011, beta= 1.2229
3456   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0032, beta= 1.2226
3457   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0004, beta= 1.2230
3458   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3459   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3460   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0004, beta= 1.2230
3461   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0032, beta= 1.2226
3462   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
3463   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0023, beta= 1.2227
3464   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
3465   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3466   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3467   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0020, beta= 1.2228
3468   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0018, beta= 1.2228
3469   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3470   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0032, beta= 1.2226
3471   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0027, beta= 1.2227
3472   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3473   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
3474   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0032, beta= 1.2226
3475   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0025, beta= 1.2227
3476   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
3477   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3478   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3479   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0012, beta= 1.2229
3480   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3481   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3482   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0011, beta= 1.2229
3483   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0011, beta= 1.2229
3484   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3485   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
3486   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0004, beta= 1.2230
3487   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
3488   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3489   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0007, beta= 1.2229
3490   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3491   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3492   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
3493   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3494   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3495   alpha=0.0016 beta=1.0880,    на последнем интервале alpha=0.0014, beta= 1.2228
3496   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0009, beta= 1.2229
3497   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0004, beta= 1.2230
3498   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3499   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0011, beta= 1.2229
3500   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
3501   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3502   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0021, beta= 1.2227
3503   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
3504   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
3505   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
3506   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3507   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
3508   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0012, beta= 1.2229
3509   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0018, beta= 1.2228
3510   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3511   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3512   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0018, beta= 1.2228
3513   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
3514   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0018, beta= 1.2228
3515   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
3516   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3517   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0020, beta= 1.2228
3518   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3519   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3520   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3521   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3522   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0014, beta= 1.2228
3523   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0011, beta= 1.2229
3524   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3525   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3526   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0028, beta= 1.2226
3527   alpha=0.0005 beta=1.0869,    на последнем интервале alpha=0.0007, beta= 1.2229
3528   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3529   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0012, beta= 1.2229
3530   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3531   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0004, beta= 1.2230
3532   alpha=0.0005 beta=1.0869,    на последнем интервале alpha=0.0007, beta= 1.2229
3533   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3534   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3535   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0000, beta= 1.2230
3536   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0025, beta= 1.2227
3537   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0030, beta= 1.2226
3538   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0036, beta= 1.2225
3539   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0007, beta= 1.2229
3540   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0028, beta= 1.2226
3541   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0021, beta= 1.2227
3542   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3543   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0021, beta= 1.2227
3544   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0007, beta= 1.2229
3545   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3546   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3547   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3548   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3549   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3550   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0016, beta= 1.2228
3551   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0021, beta= 1.2227
3552   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0011, beta= 1.2229
3553   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3554   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3555   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0028, beta= 1.2226
3556   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3557   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0011, beta= 1.2229
3558   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0012, beta= 1.2229
3559   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3560   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3561   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3562   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0012, beta= 1.2229
3563   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0014, beta= 1.2228
3564   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0007, beta= 1.2229
3565   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3566   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3567   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0007, beta= 1.2229
3568   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
3569   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0018, beta= 1.2228
3570   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0011, beta= 1.2229
3571   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0016, beta= 1.2228
3572   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3573   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3574   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0007, beta= 1.2229
3575   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0007, beta= 1.2229
3576   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
3577   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3578   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0028, beta= 1.2226
3579   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3580   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3581   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3582   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3583   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0005, beta= 1.2230
3584   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0000, beta= 1.2230
3585   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
3586   alpha=0.0016 beta=1.0879,    на последнем интервале alpha=0.0018, beta= 1.2228
3587   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0012, beta= 1.2229
3588   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3589   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
3590   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3591   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0016, beta= 1.2228
3592   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3593   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3594   alpha=0.0007 beta=1.0870,    на последнем интервале alpha=0.0014, beta= 1.2228
3595   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0016, beta= 1.2228
3596   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0018, beta= 1.2228
3597   alpha=0.0006 beta=1.0869,    на последнем интервале alpha=0.0007, beta= 1.2229
3598   alpha=0.0005 beta=1.0870,    на последнем интервале alpha=0.0007, beta= 1.2229
3599   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3600   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0012, beta= 1.2229
3601   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0018, beta= 1.2228
3602   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3603   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0028, beta= 1.2226
3604   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0023, beta= 1.2227
3605   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0018, beta= 1.2228
3606   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3607   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0004, beta= 1.2230
3608   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3609   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0025, beta= 1.2227
3610   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3611   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3612   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3613   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3614   alpha=0.0006 beta=1.0869,    на последнем интервале alpha=0.0025, beta= 1.2227
3615   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3616   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0016, beta= 1.2228
3617   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
3618   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0018, beta= 1.2228
3619   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3620   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3621   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0007, beta= 1.2229
3622   alpha=0.0005 beta=1.0869,    на последнем интервале alpha=0.0007, beta= 1.2229
3623   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0004, beta= 1.2230
3624   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
3625   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0011, beta= 1.2229
3626   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0028, beta= 1.2226
3627   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3628   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3629   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0018, beta= 1.2228
3630   alpha=0.0009 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3631   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3632   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0025, beta= 1.2227
3633   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0016, beta= 1.2228
3634   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0007, beta= 1.2229
3635   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0021, beta= 1.2227
3636   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0021, beta= 1.2227
3637   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3638   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3639   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3640   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3641   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0023, beta= 1.2227
3642   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
3643   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3644   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3645   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3646   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3647   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0018, beta= 1.2228
3648   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0021, beta= 1.2227
3649   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0023, beta= 1.2227
3650   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0025, beta= 1.2227
3651   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0007, beta= 1.2229
3652   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0011, beta= 1.2229
3653   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0007, beta= 1.2229
3654   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0004, beta= 1.2230
3655   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0007, beta= 1.2229
3656   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0028, beta= 1.2226
3657   alpha=0.0011 beta=1.0875,    на последнем интервале alpha=0.0014, beta= 1.2228
3658   alpha=0.0012 beta=1.0875,    на последнем интервале alpha=0.0009, beta= 1.2229
3659   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0004, beta= 1.2230
3660   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3661   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0007, beta= 1.2229
3662   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0014, beta= 1.2228
3663   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3664   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0028, beta= 1.2226
3665   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3666   alpha=0.0010 beta=1.0873,    на последнем интервале alpha=0.0016, beta= 1.2228
3667   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3668   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0018, beta= 1.2228
3669   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3670   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0014, beta= 1.2228
3671   alpha=0.0004 beta=1.0869,    на последнем интервале alpha=0.0014, beta= 1.2228
3672   alpha=0.0003 beta=1.0867,    на последнем интервале alpha=0.0011, beta= 1.2229
3673   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0011, beta= 1.2229
3674   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0011, beta= 1.2229
3675   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3676   alpha=0.0014 beta=1.0878,    на последнем интервале alpha=0.0011, beta= 1.2229
3677   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0014, beta= 1.2228
3678   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0018, beta= 1.2228
3679   alpha=0.0008 beta=1.0871,    на последнем интервале alpha=0.0021, beta= 1.2227
3680   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3681   alpha=0.0014 beta=1.0877,    на последнем интервале alpha=0.0011, beta= 1.2229
3682   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0016, beta= 1.2228
3683   alpha=0.0013 beta=1.0876,    на последнем интервале alpha=0.0021, beta= 1.2227
3684   alpha=0.0015 beta=1.0878,    на последнем интервале alpha=0.0032, beta= 1.2226
3685   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0011, beta= 1.2229
3686   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0014, beta= 1.2228
3687   alpha=0.0012 beta=1.0876,    на последнем интервале alpha=0.0020, beta= 1.2228
3688   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0025, beta= 1.2227
3689   alpha=0.0007 beta=1.0871,    на последнем интервале alpha=0.0018, beta= 1.2228
3690   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0011, beta= 1.2229
3691   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0012, beta= 1.2229
3692   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0014, beta= 1.2228
3693   alpha=0.0008 beta=1.0872,    на последнем интервале alpha=0.0021, beta= 1.2227
3694   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0025, beta= 1.2227
3695   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0021, beta= 1.2227
3696   alpha=0.0010 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3697   alpha=0.0011 beta=1.0874,    на последнем интервале alpha=0.0018, beta= 1.2228
3698   alpha=0.0006 beta=1.0870,    на последнем интервале alpha=0.0028, beta= 1.2226
3699   alpha=0.0009 beta=1.0873,    на последнем интервале alpha=0.0025, beta= 1.2227
3700   alpha=0.0013 beta=1.0877,    на последнем интервале alpha=0.0021, beta= 1.2227
3701   alpha=0.0008 beta=1.0871,    на последнем интервале alpha=0.0032, beta= 1.2226
